:START_ID,:END_ID,relation,:TYPE
14684,ETCM_Target_Genes_id_24,protein_gene_link,protein_gene_link
18298,ETCM_Target_Genes_id_25,protein_gene_link,protein_gene_link
19408,ETCM_Target_Genes_id_26,protein_gene_link,protein_gene_link
7646,ETCM_Target_Genes_id_1973,protein_gene_link,protein_gene_link
10495,ETCM_Target_Genes_id_28,protein_gene_link,protein_gene_link
4198,ETCM_Target_Genes_id_1362,protein_gene_link,protein_gene_link
1971,ETCM_Target_Genes_id_1664,protein_gene_link,protein_gene_link
14499,ETCM_Target_Genes_id_1677,protein_gene_link,protein_gene_link
11607,ETCM_Target_Genes_id_30,protein_gene_link,protein_gene_link
8584,ETCM_Target_Genes_id_31,protein_gene_link,protein_gene_link
17804,ETCM_Target_Genes_id_32,protein_gene_link,protein_gene_link
9493,ETCM_Target_Genes_id_33,protein_gene_link,protein_gene_link
12070,ETCM_Target_Genes_id_39,protein_gene_link,protein_gene_link
11753,ETCM_Target_Genes_id_41,protein_gene_link,protein_gene_link
21199,ETCM_Target_Genes_id_42,protein_gene_link,protein_gene_link
1653,ETCM_Target_Genes_id_44,protein_gene_link,protein_gene_link
20032,ETCM_Target_Genes_id_49,protein_gene_link,protein_gene_link
8068,ETCM_Target_Genes_id_49,protein_gene_link,protein_gene_link
18959,ETCM_Target_Genes_id_48,protein_gene_link,protein_gene_link
20032,ETCM_Target_Genes_id_47,protein_gene_link,protein_gene_link
1353,ETCM_Target_Genes_id_50,protein_gene_link,protein_gene_link
5754,ETCM_Target_Genes_id_53,protein_gene_link,protein_gene_link
15700,ETCM_Target_Genes_id_54,protein_gene_link,protein_gene_link
14794,ETCM_Target_Genes_id_58,protein_gene_link,protein_gene_link
9384,ETCM_Target_Genes_id_1670,protein_gene_link,protein_gene_link
17099,ETCM_Target_Genes_id_60,protein_gene_link,protein_gene_link
2485,ETCM_Target_Genes_id_61,protein_gene_link,protein_gene_link
18655,ETCM_Target_Genes_id_62,protein_gene_link,protein_gene_link
19544,ETCM_Target_Genes_id_1921,protein_gene_link,protein_gene_link
13612,ETCM_Target_Genes_id_64,protein_gene_link,protein_gene_link
11622,ETCM_Target_Genes_id_65,protein_gene_link,protein_gene_link
2522,ETCM_Target_Genes_id_1549,protein_gene_link,protein_gene_link
8420,ETCM_Target_Genes_id_2221,protein_gene_link,protein_gene_link
2610,ETCM_Target_Genes_id_66,protein_gene_link,protein_gene_link
16363,ETCM_Target_Genes_id_67,protein_gene_link,protein_gene_link
17064,ETCM_Target_Genes_id_68,protein_gene_link,protein_gene_link
3804,ETCM_Target_Genes_id_2022,protein_gene_link,protein_gene_link
19977,ETCM_Target_Genes_id_1630,protein_gene_link,protein_gene_link
13843,ETCM_Target_Genes_id_86,protein_gene_link,protein_gene_link
7434,ETCM_Target_Genes_id_392,protein_gene_link,protein_gene_link
18510,ETCM_Target_Genes_id_1339,protein_gene_link,protein_gene_link
5306,ETCM_Target_Genes_id_69,protein_gene_link,protein_gene_link
16625,ETCM_Target_Genes_id_70,protein_gene_link,protein_gene_link
14912,ETCM_Target_Genes_id_71,protein_gene_link,protein_gene_link
14285,ETCM_Target_Genes_id_72,protein_gene_link,protein_gene_link
9495,ETCM_Target_Genes_id_73,protein_gene_link,protein_gene_link
10963,ETCM_Target_Genes_id_74,protein_gene_link,protein_gene_link
1997,ETCM_Target_Genes_id_74,protein_gene_link,protein_gene_link
4771,ETCM_Target_Genes_id_1170,protein_gene_link,protein_gene_link
16829,ETCM_Target_Genes_id_75,protein_gene_link,protein_gene_link
20950,ETCM_Target_Genes_id_1521,protein_gene_link,protein_gene_link
15046,ETCM_Target_Genes_id_78,protein_gene_link,protein_gene_link
20991,ETCM_Target_Genes_id_1659,protein_gene_link,protein_gene_link
3353,ETCM_Target_Genes_id_76,protein_gene_link,protein_gene_link
20204,ETCM_Target_Genes_id_77,protein_gene_link,protein_gene_link
19030,ETCM_Target_Genes_id_83,protein_gene_link,protein_gene_link
13161,ETCM_Target_Genes_id_81,protein_gene_link,protein_gene_link
16520,ETCM_Target_Genes_id_1501,protein_gene_link,protein_gene_link
8442,ETCM_Target_Genes_id_1467,protein_gene_link,protein_gene_link
5908,ETCM_Target_Genes_id_871,protein_gene_link,protein_gene_link
449,ETCM_Target_Genes_id_151,protein_gene_link,protein_gene_link
9079,ETCM_Target_Genes_id_82,protein_gene_link,protein_gene_link
17709,ETCM_Target_Genes_id_84,protein_gene_link,protein_gene_link
1070,ETCM_Target_Genes_id_85,protein_gene_link,protein_gene_link
13447,ETCM_Target_Genes_id_87,protein_gene_link,protein_gene_link
18310,ETCM_Target_Genes_id_2038,protein_gene_link,protein_gene_link
4600,ETCM_Target_Genes_id_1863,protein_gene_link,protein_gene_link
20811,ETCM_Target_Genes_id_89,protein_gene_link,protein_gene_link
7142,ETCM_Target_Genes_id_90,protein_gene_link,protein_gene_link
13182,ETCM_Target_Genes_id_91,protein_gene_link,protein_gene_link
2579,ETCM_Target_Genes_id_92,protein_gene_link,protein_gene_link
15149,ETCM_Target_Genes_id_93,protein_gene_link,protein_gene_link
13889,ETCM_Target_Genes_id_94,protein_gene_link,protein_gene_link
5182,ETCM_Target_Genes_id_1955,protein_gene_link,protein_gene_link
10765,ETCM_Target_Genes_id_95,protein_gene_link,protein_gene_link
8725,ETCM_Target_Genes_id_96,protein_gene_link,protein_gene_link
8977,ETCM_Target_Genes_id_101,protein_gene_link,protein_gene_link
11107,ETCM_Target_Genes_id_103,protein_gene_link,protein_gene_link
16064,ETCM_Target_Genes_id_104,protein_gene_link,protein_gene_link
7528,ETCM_Target_Genes_id_105,protein_gene_link,protein_gene_link
5804,ETCM_Target_Genes_id_1496,protein_gene_link,protein_gene_link
18207,ETCM_Target_Genes_id_106,protein_gene_link,protein_gene_link
2307,ETCM_Target_Genes_id_107,protein_gene_link,protein_gene_link
6289,ETCM_Target_Genes_id_108,protein_gene_link,protein_gene_link
7971,ETCM_Target_Genes_id_109,protein_gene_link,protein_gene_link
14265,ETCM_Target_Genes_id_1780,protein_gene_link,protein_gene_link
12584,ETCM_Target_Genes_id_2222,protein_gene_link,protein_gene_link
7076,ETCM_Target_Genes_id_2223,protein_gene_link,protein_gene_link
16874,ETCM_Target_Genes_id_113,protein_gene_link,protein_gene_link
20582,ETCM_Target_Genes_id_114,protein_gene_link,protein_gene_link
13843,ETCM_Target_Genes_id_117,protein_gene_link,protein_gene_link
20808,ETCM_Target_Genes_id_117,protein_gene_link,protein_gene_link
6616,ETCM_Target_Genes_id_117,protein_gene_link,protein_gene_link
7837,ETCM_Target_Genes_id_119,protein_gene_link,protein_gene_link
13350,ETCM_Target_Genes_id_120,protein_gene_link,protein_gene_link
2041,ETCM_Target_Genes_id_121,protein_gene_link,protein_gene_link
21189,ETCM_Target_Genes_id_122,protein_gene_link,protein_gene_link
11898,ETCM_Target_Genes_id_123,protein_gene_link,protein_gene_link
3287,ETCM_Target_Genes_id_123,protein_gene_link,protein_gene_link
3351,ETCM_Target_Genes_id_124,protein_gene_link,protein_gene_link
4371,ETCM_Target_Genes_id_127,protein_gene_link,protein_gene_link
6902,ETCM_Target_Genes_id_127,protein_gene_link,protein_gene_link
7727,ETCM_Target_Genes_id_128,protein_gene_link,protein_gene_link
12160,ETCM_Target_Genes_id_1733,protein_gene_link,protein_gene_link
9429,ETCM_Target_Genes_id_2037,protein_gene_link,protein_gene_link
20370,ETCM_Target_Genes_id_1611,protein_gene_link,protein_gene_link
15841,ETCM_Target_Genes_id_1615,protein_gene_link,protein_gene_link
2768,ETCM_Target_Genes_id_1610,protein_gene_link,protein_gene_link
8372,ETCM_Target_Genes_id_1608,protein_gene_link,protein_gene_link
15608,ETCM_Target_Genes_id_129,protein_gene_link,protein_gene_link
17016,ETCM_Target_Genes_id_129,protein_gene_link,protein_gene_link
11252,ETCM_Target_Genes_id_2134,protein_gene_link,protein_gene_link
14648,ETCM_Target_Genes_id_131,protein_gene_link,protein_gene_link
14342,ETCM_Target_Genes_id_131,protein_gene_link,protein_gene_link
13645,ETCM_Target_Genes_id_132,protein_gene_link,protein_gene_link
3618,ETCM_Target_Genes_id_132,protein_gene_link,protein_gene_link
9253,ETCM_Target_Genes_id_135,protein_gene_link,protein_gene_link
18459,ETCM_Target_Genes_id_136,protein_gene_link,protein_gene_link
21124,ETCM_Target_Genes_id_2136,protein_gene_link,protein_gene_link
15847,ETCM_Target_Genes_id_1940,protein_gene_link,protein_gene_link
4407,ETCM_Target_Genes_id_138,protein_gene_link,protein_gene_link
10158,ETCM_Target_Genes_id_140,protein_gene_link,protein_gene_link
1045,ETCM_Target_Genes_id_140,protein_gene_link,protein_gene_link
15066,ETCM_Target_Genes_id_319,protein_gene_link,protein_gene_link
1045,ETCM_Target_Genes_id_319,protein_gene_link,protein_gene_link
19079,ETCM_Target_Genes_id_141,protein_gene_link,protein_gene_link
4022,ETCM_Target_Genes_id_142,protein_gene_link,protein_gene_link
5502,ETCM_Target_Genes_id_1693,protein_gene_link,protein_gene_link
15979,ETCM_Target_Genes_id_1695,protein_gene_link,protein_gene_link
9012,ETCM_Target_Genes_id_1676,protein_gene_link,protein_gene_link
8255,ETCM_Target_Genes_id_143,protein_gene_link,protein_gene_link
15559,ETCM_Target_Genes_id_144,protein_gene_link,protein_gene_link
278,ETCM_Target_Genes_id_145,protein_gene_link,protein_gene_link
16816,ETCM_Target_Genes_id_146,protein_gene_link,protein_gene_link
14269,ETCM_Target_Genes_id_146,protein_gene_link,protein_gene_link
10335,ETCM_Target_Genes_id_147,protein_gene_link,protein_gene_link
20367,ETCM_Target_Genes_id_148,protein_gene_link,protein_gene_link
2416,ETCM_Target_Genes_id_150,protein_gene_link,protein_gene_link
10634,ETCM_Target_Genes_id_152,protein_gene_link,protein_gene_link
1593,ETCM_Target_Genes_id_153,protein_gene_link,protein_gene_link
19757,ETCM_Target_Genes_id_2203,protein_gene_link,protein_gene_link
5805,ETCM_Target_Genes_id_154,protein_gene_link,protein_gene_link
5779,ETCM_Target_Genes_id_155,protein_gene_link,protein_gene_link
13731,ETCM_Target_Genes_id_2218,protein_gene_link,protein_gene_link
19990,ETCM_Target_Genes_id_156,protein_gene_link,protein_gene_link
14356,ETCM_Target_Genes_id_157,protein_gene_link,protein_gene_link
6925,ETCM_Target_Genes_id_1636,protein_gene_link,protein_gene_link
12311,ETCM_Target_Genes_id_1353,protein_gene_link,protein_gene_link
16555,ETCM_Target_Genes_id_1555,protein_gene_link,protein_gene_link
18690,ETCM_Target_Genes_id_2126,protein_gene_link,protein_gene_link
74,ETCM_Target_Genes_id_2126,protein_gene_link,protein_gene_link
15041,ETCM_Target_Genes_id_2126,protein_gene_link,protein_gene_link
16967,ETCM_Target_Genes_id_159,protein_gene_link,protein_gene_link
15850,ETCM_Target_Genes_id_161,protein_gene_link,protein_gene_link
2034,ETCM_Target_Genes_id_1478,protein_gene_link,protein_gene_link
11948,ETCM_Target_Genes_id_162,protein_gene_link,protein_gene_link
1997,ETCM_Target_Genes_id_74,protein_gene_link,protein_gene_link
3395,ETCM_Target_Genes_id_2193,protein_gene_link,protein_gene_link
7470,ETCM_Target_Genes_id_1745,protein_gene_link,protein_gene_link
9973,ETCM_Target_Genes_id_1735,protein_gene_link,protein_gene_link
13391,ETCM_Target_Genes_id_561,protein_gene_link,protein_gene_link
9741,ETCM_Target_Genes_id_1507,protein_gene_link,protein_gene_link
18114,ETCM_Target_Genes_id_1506,protein_gene_link,protein_gene_link
19356,ETCM_Target_Genes_id_1505,protein_gene_link,protein_gene_link
3336,ETCM_Target_Genes_id_164,protein_gene_link,protein_gene_link
10463,ETCM_Target_Genes_id_165,protein_gene_link,protein_gene_link
5119,ETCM_Target_Genes_id_1481,protein_gene_link,protein_gene_link
1123,ETCM_Target_Genes_id_166,protein_gene_link,protein_gene_link
19286,ETCM_Target_Genes_id_167,protein_gene_link,protein_gene_link
10912,ETCM_Target_Genes_id_168,protein_gene_link,protein_gene_link
1638,ETCM_Target_Genes_id_2225,protein_gene_link,protein_gene_link
7348,ETCM_Target_Genes_id_1629,protein_gene_link,protein_gene_link
20201,ETCM_Target_Genes_id_169,protein_gene_link,protein_gene_link
18687,ETCM_Target_Genes_id_170,protein_gene_link,protein_gene_link
19749,ETCM_Target_Genes_id_2204,protein_gene_link,protein_gene_link
4124,ETCM_Target_Genes_id_174,protein_gene_link,protein_gene_link
11720,ETCM_Target_Genes_id_1504,protein_gene_link,protein_gene_link
14819,ETCM_Target_Genes_id_2186,protein_gene_link,protein_gene_link
15623,ETCM_Target_Genes_id_176,protein_gene_link,protein_gene_link
8744,ETCM_Target_Genes_id_1726,protein_gene_link,protein_gene_link
19123,ETCM_Target_Genes_id_111,protein_gene_link,protein_gene_link
3974,ETCM_Target_Genes_id_178,protein_gene_link,protein_gene_link
9300,ETCM_Target_Genes_id_179,protein_gene_link,protein_gene_link
2091,ETCM_Target_Genes_id_180,protein_gene_link,protein_gene_link
20259,ETCM_Target_Genes_id_2197,protein_gene_link,protein_gene_link
2590,ETCM_Target_Genes_id_181,protein_gene_link,protein_gene_link
8295,ETCM_Target_Genes_id_182,protein_gene_link,protein_gene_link
19753,ETCM_Target_Genes_id_183,protein_gene_link,protein_gene_link
477,ETCM_Target_Genes_id_184,protein_gene_link,protein_gene_link
20152,ETCM_Target_Genes_id_185,protein_gene_link,protein_gene_link
10522,ETCM_Target_Genes_id_184,protein_gene_link,protein_gene_link
2004,ETCM_Target_Genes_id_187,protein_gene_link,protein_gene_link
17300,ETCM_Target_Genes_id_188,protein_gene_link,protein_gene_link
16506,ETCM_Target_Genes_id_189,protein_gene_link,protein_gene_link
1132,ETCM_Target_Genes_id_190,protein_gene_link,protein_gene_link
774,ETCM_Target_Genes_id_198,protein_gene_link,protein_gene_link
20098,ETCM_Target_Genes_id_1722,protein_gene_link,protein_gene_link
7741,ETCM_Target_Genes_id_191,protein_gene_link,protein_gene_link
2185,ETCM_Target_Genes_id_192,protein_gene_link,protein_gene_link
1749,ETCM_Target_Genes_id_193,protein_gene_link,protein_gene_link
4641,ETCM_Target_Genes_id_194,protein_gene_link,protein_gene_link
18615,ETCM_Target_Genes_id_1686,protein_gene_link,protein_gene_link
10237,ETCM_Target_Genes_id_195,protein_gene_link,protein_gene_link
10201,ETCM_Target_Genes_id_196,protein_gene_link,protein_gene_link
8413,ETCM_Target_Genes_id_197,protein_gene_link,protein_gene_link
17872,ETCM_Target_Genes_id_199,protein_gene_link,protein_gene_link
13505,ETCM_Target_Genes_id_200,protein_gene_link,protein_gene_link
17408,ETCM_Target_Genes_id_201,protein_gene_link,protein_gene_link
21055,ETCM_Target_Genes_id_202,protein_gene_link,protein_gene_link
17965,ETCM_Target_Genes_id_203,protein_gene_link,protein_gene_link
7412,ETCM_Target_Genes_id_1532,protein_gene_link,protein_gene_link
19756,ETCM_Target_Genes_id_1530,protein_gene_link,protein_gene_link
10122,ETCM_Target_Genes_id_1530,protein_gene_link,protein_gene_link
14894,ETCM_Target_Genes_id_204,protein_gene_link,protein_gene_link
971,ETCM_Target_Genes_id_206,protein_gene_link,protein_gene_link
20531,ETCM_Target_Genes_id_1559,protein_gene_link,protein_gene_link
18875,ETCM_Target_Genes_id_1861,protein_gene_link,protein_gene_link
8841,ETCM_Target_Genes_id_207,protein_gene_link,protein_gene_link
18115,ETCM_Target_Genes_id_208,protein_gene_link,protein_gene_link
10489,ETCM_Target_Genes_id_209,protein_gene_link,protein_gene_link
18344,ETCM_Target_Genes_id_210,protein_gene_link,protein_gene_link
15283,ETCM_Target_Genes_id_211,protein_gene_link,protein_gene_link
13861,ETCM_Target_Genes_id_1632,protein_gene_link,protein_gene_link
13512,ETCM_Target_Genes_id_213,protein_gene_link,protein_gene_link
9484,ETCM_Target_Genes_id_213,protein_gene_link,protein_gene_link
6308,ETCM_Target_Genes_id_213,protein_gene_link,protein_gene_link
16261,ETCM_Target_Genes_id_215,protein_gene_link,protein_gene_link
1974,ETCM_Target_Genes_id_1621,protein_gene_link,protein_gene_link
3869,ETCM_Target_Genes_id_217,protein_gene_link,protein_gene_link
17010,ETCM_Target_Genes_id_1770,protein_gene_link,protein_gene_link
6910,ETCM_Target_Genes_id_1888,protein_gene_link,protein_gene_link
8409,ETCM_Target_Genes_id_219,protein_gene_link,protein_gene_link
6728,ETCM_Target_Genes_id_220,protein_gene_link,protein_gene_link
18954,ETCM_Target_Genes_id_221,protein_gene_link,protein_gene_link
10889,ETCM_Target_Genes_id_221,protein_gene_link,protein_gene_link
10710,ETCM_Target_Genes_id_218,protein_gene_link,protein_gene_link
16039,ETCM_Target_Genes_id_222,protein_gene_link,protein_gene_link
13104,ETCM_Target_Genes_id_223,protein_gene_link,protein_gene_link
13674,ETCM_Target_Genes_id_223,protein_gene_link,protein_gene_link
19635,ETCM_Target_Genes_id_2004,protein_gene_link,protein_gene_link
17036,ETCM_Target_Genes_id_224,protein_gene_link,protein_gene_link
13908,ETCM_Target_Genes_id_225,protein_gene_link,protein_gene_link
20169,ETCM_Target_Genes_id_1930,protein_gene_link,protein_gene_link
8992,ETCM_Target_Genes_id_1491,protein_gene_link,protein_gene_link
18991,ETCM_Target_Genes_id_1491,protein_gene_link,protein_gene_link
14981,ETCM_Target_Genes_id_226,protein_gene_link,protein_gene_link
9705,ETCM_Target_Genes_id_227,protein_gene_link,protein_gene_link
2414,ETCM_Target_Genes_id_228,protein_gene_link,protein_gene_link
4843,ETCM_Target_Genes_id_229,protein_gene_link,protein_gene_link
9666,ETCM_Target_Genes_id_230,protein_gene_link,protein_gene_link
21293,ETCM_Target_Genes_id_230,protein_gene_link,protein_gene_link
20930,ETCM_Target_Genes_id_232,protein_gene_link,protein_gene_link
2959,ETCM_Target_Genes_id_233,protein_gene_link,protein_gene_link
8093,ETCM_Target_Genes_id_234,protein_gene_link,protein_gene_link
2155,ETCM_Target_Genes_id_236,protein_gene_link,protein_gene_link
10191,ETCM_Target_Genes_id_1251,protein_gene_link,protein_gene_link
15005,ETCM_Target_Genes_id_1253,protein_gene_link,protein_gene_link
3117,ETCM_Target_Genes_id_237,protein_gene_link,protein_gene_link
2617,ETCM_Target_Genes_id_292,protein_gene_link,protein_gene_link
18216,ETCM_Target_Genes_id_1412,protein_gene_link,protein_gene_link
8290,ETCM_Target_Genes_id_238,protein_gene_link,protein_gene_link
8290,ETCM_Target_Genes_id_238,protein_gene_link,protein_gene_link
17079,ETCM_Target_Genes_id_239,protein_gene_link,protein_gene_link
6063,ETCM_Target_Genes_id_241,protein_gene_link,protein_gene_link
21251,ETCM_Target_Genes_id_243,protein_gene_link,protein_gene_link
20007,ETCM_Target_Genes_id_244,protein_gene_link,protein_gene_link
10832,ETCM_Target_Genes_id_245,protein_gene_link,protein_gene_link
20481,ETCM_Target_Genes_id_1637,protein_gene_link,protein_gene_link
10484,ETCM_Target_Genes_id_242,protein_gene_link,protein_gene_link
11192,ETCM_Target_Genes_id_1922,protein_gene_link,protein_gene_link
15189,ETCM_Target_Genes_id_983,protein_gene_link,protein_gene_link
16442,ETCM_Target_Genes_id_246,protein_gene_link,protein_gene_link
7689,ETCM_Target_Genes_id_247,protein_gene_link,protein_gene_link
19016,ETCM_Target_Genes_id_248,protein_gene_link,protein_gene_link
7030,ETCM_Target_Genes_id_1520,protein_gene_link,protein_gene_link
6796,ETCM_Target_Genes_id_249,protein_gene_link,protein_gene_link
3646,ETCM_Target_Genes_id_250,protein_gene_link,protein_gene_link
11850,ETCM_Target_Genes_id_251,protein_gene_link,protein_gene_link
4379,ETCM_Target_Genes_id_252,protein_gene_link,protein_gene_link
16485,ETCM_Target_Genes_id_253,protein_gene_link,protein_gene_link
16221,ETCM_Target_Genes_id_254,protein_gene_link,protein_gene_link
9532,ETCM_Target_Genes_id_255,protein_gene_link,protein_gene_link
11912,ETCM_Target_Genes_id_435,protein_gene_link,protein_gene_link
16648,ETCM_Target_Genes_id_1909,protein_gene_link,protein_gene_link
5338,ETCM_Target_Genes_id_1635,protein_gene_link,protein_gene_link
17667,ETCM_Target_Genes_id_1515,protein_gene_link,protein_gene_link
9873,ETCM_Target_Genes_id_1515,protein_gene_link,protein_gene_link
7804,ETCM_Target_Genes_id_257,protein_gene_link,protein_gene_link
13712,ETCM_Target_Genes_id_258,protein_gene_link,protein_gene_link
4545,ETCM_Target_Genes_id_258,protein_gene_link,protein_gene_link
4154,ETCM_Target_Genes_id_259,protein_gene_link,protein_gene_link
90,ETCM_Target_Genes_id_261,protein_gene_link,protein_gene_link
6786,ETCM_Target_Genes_id_1749,protein_gene_link,protein_gene_link
8549,ETCM_Target_Genes_id_262,protein_gene_link,protein_gene_link
995,ETCM_Target_Genes_id_263,protein_gene_link,protein_gene_link
15130,ETCM_Target_Genes_id_264,protein_gene_link,protein_gene_link
5985,ETCM_Target_Genes_id_1970,protein_gene_link,protein_gene_link
2605,ETCM_Target_Genes_id_1970,protein_gene_link,protein_gene_link
7679,ETCM_Target_Genes_id_265,protein_gene_link,protein_gene_link
13235,ETCM_Target_Genes_id_266,protein_gene_link,protein_gene_link
10705,ETCM_Target_Genes_id_267,protein_gene_link,protein_gene_link
456,ETCM_Target_Genes_id_268,protein_gene_link,protein_gene_link
12734,ETCM_Target_Genes_id_270,protein_gene_link,protein_gene_link
7313,ETCM_Target_Genes_id_2076,protein_gene_link,protein_gene_link
12815,ETCM_Target_Genes_id_271,protein_gene_link,protein_gene_link
17397,ETCM_Target_Genes_id_272,protein_gene_link,protein_gene_link
7425,ETCM_Target_Genes_id_273,protein_gene_link,protein_gene_link
1969,ETCM_Target_Genes_id_274,protein_gene_link,protein_gene_link
18871,ETCM_Target_Genes_id_1535,protein_gene_link,protein_gene_link
5985,ETCM_Target_Genes_id_275,protein_gene_link,protein_gene_link
2605,ETCM_Target_Genes_id_275,protein_gene_link,protein_gene_link
2901,ETCM_Target_Genes_id_1857,protein_gene_link,protein_gene_link
21214,ETCM_Target_Genes_id_276,protein_gene_link,protein_gene_link
13327,ETCM_Target_Genes_id_277,protein_gene_link,protein_gene_link
18469,ETCM_Target_Genes_id_278,protein_gene_link,protein_gene_link
11309,ETCM_Target_Genes_id_279,protein_gene_link,protein_gene_link
3329,ETCM_Target_Genes_id_280,protein_gene_link,protein_gene_link
5825,ETCM_Target_Genes_id_281,protein_gene_link,protein_gene_link
5965,ETCM_Target_Genes_id_1679,protein_gene_link,protein_gene_link
4845,ETCM_Target_Genes_id_1679,protein_gene_link,protein_gene_link
15926,ETCM_Target_Genes_id_284,protein_gene_link,protein_gene_link
13326,ETCM_Target_Genes_id_284,protein_gene_link,protein_gene_link
15130,ETCM_Target_Genes_id_284,protein_gene_link,protein_gene_link
15926,ETCM_Target_Genes_id_285,protein_gene_link,protein_gene_link
2517,ETCM_Target_Genes_id_286,protein_gene_link,protein_gene_link
13670,ETCM_Target_Genes_id_287,protein_gene_link,protein_gene_link
18674,ETCM_Target_Genes_id_287,protein_gene_link,protein_gene_link
19913,ETCM_Target_Genes_id_288,protein_gene_link,protein_gene_link
6353,ETCM_Target_Genes_id_288,protein_gene_link,protein_gene_link
4101,ETCM_Target_Genes_id_289,protein_gene_link,protein_gene_link
4613,ETCM_Target_Genes_id_2024,protein_gene_link,protein_gene_link
3531,ETCM_Target_Genes_id_1736,protein_gene_link,protein_gene_link
19995,ETCM_Target_Genes_id_1954,protein_gene_link,protein_gene_link
12513,ETCM_Target_Genes_id_1474,protein_gene_link,protein_gene_link
13381,ETCM_Target_Genes_id_290,protein_gene_link,protein_gene_link
6030,ETCM_Target_Genes_id_291,protein_gene_link,protein_gene_link
4,ETCM_Target_Genes_id_1871,protein_gene_link,protein_gene_link
12928,ETCM_Target_Genes_id_1815,protein_gene_link,protein_gene_link
1143,ETCM_Target_Genes_id_295,protein_gene_link,protein_gene_link
